Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
3958,178658,178658,10000.0,2025-09-07,1
3959,495874,495874,10000.0,2025-08-21,1
3960,599496,599496,10000.0,2025-03-21,1
3961,767596,767596,10000.0,2025-07-21,1
3962,991494,991494,10000.0,2025-08-21,1
3963,910929,910929,10000.0,2025-08-21,1
3964,907009,907009,10000.0,2025-01-06,1
3965,523646,523646,10000.0,2025-12-07,1
3966,106,106,10000.0,2025-03-28,1
3967,716747,716747,10000.0,2025-08-28,1
3968,617051,617051,10000.0,2025-10-07,1
3969,522770,522770,10000.0,2025-05-28,1
3970,397337,397337,10000.0,2025-11-28,1
3971,501678,501678,10000.0,2025-05-21,1
3972,567848,567848,10000.0,2025-11-14,1
3973,948343,948343,10000.0,2025-05-21,1
3974,359104,359104,10000.0,2025-02-20,1
3975,379661,379661,10000.0,2025-11-14,1
3976,474765,474765,10000.0,2025-06-07,1
3977,906691,906691,10000.0,2025-02-06,1
3978,867624,867624,10000.0,2025-08-28,1
3979,585471,585471,10000.0,2025-10-07,1
3980,859377,859377,10000.0,2025-12-07,1
3981,875719,875719,10000.0,2025-06-21,1
3982,231392,231392,10000.0,2025-11-07,1
3983,656941,656941,10000.0,2025-03-14,1
3984,818837,818837,10000.0,2025-02-20,1
3985,128028,128028,10000.0,2025-03-14,1
3986,460098,460098,10000.0,2025-05-14,1
3987,414698,414698,10000.0,2025-01-13,1
3988,569794,569794,10000.0,2025-03-07,1
3989,275838,275838,10000.0,2025-10-14,1
3990,47001,47001,10000.0,2025-02-27,1
3991,513071,513071,10000.0,2025-04-07,1
3992,246534,246534,10000.0,2025-10-21,1
3993,582478,582478,10000.0,2025-08-07,1
3994,49885,49885,10000.0,2025-03-07,1
3995,676660,676660,10000.0,2025-01-13,1
3996,54063,54063,10000.0,2025-07-21,1
3997,173390,173390,10000.0,2025-03-07,1
3998,923614,923614,10000.0,2025-11-28,1
3999,355600,355600,10000.0,2025-05-28,1
4000,109695,109695,10000.0,2025-12-21,1
4001,21937,21937,10000.0,2025-05-21,1
4002,6295,6295,10000.0,2025-06-07,1
4003,382890,382890,10000.0,2025-08-07,1
4004,551959,551959,10000.0,2025-01-27,1
4005,897839,897839,10000.0,2025-04-21,1
4006,335612,335612,10000.0,2025-06-28,1
4007,146342,146342,10000.0,2025-03-28,1
4008,234205,234205,10000.0,2025-01-13,1
4009,596273,596273,10000.0,2025-01-27,1
4010,746188,746188,10000.0,2025-09-14,1
4011,120991,120991,10000.0,2025-10-07,1
4012,66901,66901,10000.0,2025-05-07,1
4013,348368,348368,10000.0,2025-06-14,1
4014,11977,11977,10000.0,2025-12-07,1
4015,765116,765116,10000.0,2025-04-14,1
4016,133181,133181,10000.0,2025-09-21,1
4017,5444,5444,10000.0,2025-07-28,1
4018,19973,19973,10000.0,2025-02-13,1
4019,388293,388293,10000.0,2025-02-13,1
4020,783399,783399,10000.0,2025-10-28,1
4021,985549,985549,10000.0,2025-02-27,1
4022,381466,381466,10000.0,2025-09-14,1
4023,811798,811798,10000.0,2025-11-14,1
4024,982125,982125,10000.0,2025-08-28,1
4025,38166,38166,10000.0,2025-07-07,1
4026,677435,677435,10000.0,2025-05-07,1
4027,841323,841323,10000.0,2025-03-07,1
4028,534338,534338,10000.0,2025-04-07,1
4029,490857,490857,10000.0,2025-03-14,1
4030,401435,401435,10000.0,2025-05-28,1
4031,383384,383384,10000.0,2025-03-28,1
4032,92145,92145,10000.0,2025-03-07,1
4033,597316,597316,10000.0,2025-11-21,1
4034,892878,892878,10000.0,2025-03-14,1
4035,650322,650322,10000.0,2025-07-14,1
4036,892075,892075,10000.0,2025-07-28,1
4037,436269,436269,10000.0,2025-08-21,1
4038,631484,631484,10000.0,2025-08-28,1
4039,946677,946677,10000.0,2025-08-28,1
4040,903143,903143,10000.0,2025-11-21,1
4041,144639,144639,10000.0,2025-07-07,1
4042,803120,803120,10000.0,2025-05-28,1
4043,268507,268507,10000.0,2025-11-14,1
4044,57396,57396,10000.0,2025-05-21,1
4045,521321,521321,10000.0,2025-08-28,1
4046,224227,224227,10000.0,2025-03-21,1
4047,154950,154950,10000.0,2025-01-13,1
4048,211351,211351,10000.0,2025-06-21,1
4049,468546,468546,10000.0,2025-09-14,1
4050,617877,617877,10000.0,2025-08-07,1
4051,216316,216316,10000.0,2025-02-06,1
4052,586047,586047,10000.0,2025-04-07,1
4053,728922,728922,10000.0,2025-05-07,1
4054,954506,954506,10000.0,2025-02-20,1
4055,869108,869108,10000.0,2025-06-28,1
4056,342056,342056,10000.0,2025-12-14,1
4057,714949,714949,10000.0,2025-06-14,1
4058,360638,360638,10000.0,2025-06-07,1
4059,877695,877695,10000.0,2025-07-07,1
4060,753536,753536,10000.0,2025-12-14,1
4061,281780,281780,10000.0,2025-08-07,1
4062,426825,426825,10000.0,2025-10-07,1
4063,986100,986100,10000.0,2025-04-28,1
4064,969316,969316,10000.0,2025-03-28,1
4065,268381,268381,10000.0,2025-10-07,1
4066,349200,349200,10000.0,2025-06-14,1
4067,668027,668027,10000.0,2025-01-20,1
4068,922823,922823,10000.0,2025-01-13,1
4069,699136,699136,10000.0,2025-01-27,1
4070,73935,73935,10000.0,2025-12-28,1
4071,775870,775870,10000.0,2025-12-21,1
4072,972912,972912,10000.0,2025-11-07,1
4073,2773,2773,10000.0,2025-03-28,1
4074,274767,274767,10000.0,2025-06-21,1
4075,408766,408766,10000.0,2025-05-28,1
4076,884754,884754,10000.0,2025-11-14,1
4077,388235,388235,10000.0,2025-10-14,1
4078,883398,883398,10000.0,2025-06-28,1
4079,582953,582953,10000.0,2025-07-14,1
4080,902622,902622,10000.0,2025-10-21,1
4081,886489,886489,10000.0,2025-07-28,1
4082,831635,831635,10000.0,2025-11-21,1
4083,113260,113260,10000.0,2025-12-07,1
4084,146937,146937,10000.0,2025-05-14,1
4085,128003,128003,10000.0,2025-03-21,1
4086,682003,682003,10000.0,2025-02-20,1
4087,990734,990734,10000.0,2025-03-07,1
4088,868089,868089,10000.0,2025-03-07,1
4089,651681,651681,10000.0,2025-08-28,1
4090,685970,685970,10000.0,2025-04-14,1
4091,264719,264719,10000.0,2025-10-21,1
4092,887336,887336,10000.0,2025-12-14,1
4093,154393,154393,10000.0,2025-04-14,1
4094,84932,84932,10000.0,2025-08-14,1
4095,354403,354403,10000.0,2025-01-27,1
4096,280039,280039,10000.0,2025-10-21,1
4097,10674,10674,10000.0,2025-07-28,1
4098,886328,886328,10000.0,2025-02-06,1
4099,295225,295225,10000.0,2025-10-07,1
4100,592753,592753,10000.0,2025-05-07,1
4101,325256,325256,10000.0,2025-04-07,1
4102,935472,935472,10000.0,2025-02-06,1
4103,64181,64181,10000.0,2025-01-13,1
4104,64882,64882,10000.0,2025-06-28,1
4105,271182,271182,10000.0,2025-10-07,1
4106,763585,763585,10000.0,2025-11-14,1
4107,865003,865003,10000.0,2025-04-21,1
4108,356058,356058,10000.0,2025-07-21,1
4109,602742,602742,10000.0,2025-08-07,1
4110,112968,112968,10000.0,2025-04-21,1
4111,256517,256517,10000.0,2025-04-07,1
4112,15625,15625,10000.0,2025-10-07,1
4113,44520,44520,10000.0,2025-11-14,1
4114,91849,91849,10000.0,2025-08-21,1
4115,954294,954294,10000.0,2025-06-28,1
4116,849302,849302,10000.0,2025-12-07,1
4117,484928,484928,10000.0,2025-02-27,1
4118,581601,581601,10000.0,2025-10-14,1
4119,20427,20427,10000.0,2025-03-28,1
4120,860053,860053,10000.0,2025-10-21,1
4121,922020,922020,10000.0,2025-01-20,1
4122,840377,840377,10000.0,2025-12-14,1
4123,415066,415066,10000.0,2025-08-28,1
4124,810513,810513,10000.0,2025-02-20,1
4125,419655,419655,10000.0,2025-11-21,1
4126,296626,296626,10000.0,2025-03-28,1
4127,997648,997648,10000.0,2025-06-14,1
4128,296473,296473,10000.0,2025-10-21,1
4129,683059,683059,10000.0,2025-05-28,1
4130,726915,726915,10000.0,2025-03-21,1
4131,359248,359248,10000.0,2025-04-14,1
4132,416193,416193,10000.0,2025-06-21,1
4133,291542,291542,10000.0,2025-12-14,1
4134,561256,561256,10000.0,2025-07-07,1
4135,253739,253739,10000.0,2025-07-21,1
4136,147996,147996,10000.0,2025-09-21,1
4137,853878,853878,10000.0,2025-10-28,1
4138,874105,874105,10000.0,2025-12-07,1
4139,326067,326067,10000.0,2025-06-07,1
4140,194704,194704,10000.0,2025-09-07,1
4141,4298,4298,10000.0,2025-10-28,1
4142,838091,838091,10000.0,2025-10-28,1
4143,803207,803207,10000.0,2025-10-14,1
4144,763483,763483,10000.0,2025-03-07,1
4145,873651,873651,10000.0,2025-11-07,1
4146,559556,559556,10000.0,2025-09-28,1
4147,626325,626325,10000.0,2025-08-21,1
4148,870460,870460,10000.0,2025-04-14,1
4149,946817,946817,10000.0,2025-02-13,1
4150,100936,100936,10000.0,2025-08-07,1
4151,930343,930343,10000.0,2025-09-28,1
4152,853595,853595,10000.0,2025-06-28,1
4153,31253,31253,10000.0,2025-12-07,1
4154,481813,481813,10000.0,2025-03-21,1
4155,982652,982652,10000.0,2025-03-28,1
4156,124728,124728,10000.0,2025-07-07,1
4157,26208,26208,10000.0,2025-07-28,1
4158,46552,46552,10000.0,2025-06-07,1
4159,533392,533392,10000.0,2025-05-28,1
4160,380184,380184,10000.0,2025-08-14,1
4161,1592,1592,10000.0,2025-07-21,1
4162,576849,576849,10000.0,2025-06-21,1
4163,765866,765866,10000.0,2025-07-28,1
4164,862328,862328,10000.0,2025-01-13,1
4165,187532,187532,10000.0,2025-11-28,1
4166,129831,129831,10000.0,2025-01-20,1
4167,134917,134917,10000.0,2025-04-28,1
4168,654702,654702,10000.0,2025-05-21,1
4169,439091,439091,10000.0,2025-02-27,1
4170,910570,910570,10000.0,2025-05-07,1
4171,397912,397912,10000.0,2025-02-06,1
4172,440711,440711,10000.0,2025-01-20,1
4173,300468,300468,10000.0,2025-05-07,1
4174,952532,952532,10000.0,2025-04-28,1
4175,105508,105508,10000.0,2025-04-07,1
4176,821985,821985,10000.0,2025-01-13,1
4177,510150,510150,10000.0,2025-12-07,1
4178,30315,30315,10000.0,2025-03-28,1
4179,34927,34927,10000.0,2025-11-07,1
4180,471896,471896,10000.0,2025-07-14,1
4181,394774,394774,10000.0,2025-10-21,1
4182,148985,148985,10000.0,2025-07-21,1
4183,682904,682904,10000.0,2025-06-21,1
4184,869985,869985,10000.0,2025-09-28,1
4185,495918,495918,10000.0,2025-04-14,1
4186,489977,489977,10000.0,2025-08-14,1
4187,560492,560492,10000.0,2025-02-13,1
4188,462335,462335,10000.0,2025-12-28,1
4189,345439,345439,10000.0,2025-11-07,1
4190,476359,476359,10000.0,2025-03-28,1
4191,819450,819450,10000.0,2025-09-07,1
4192,568205,568205,10000.0,2025-07-14,1
4193,62630,62630,10000.0,2025-12-14,1
4194,341,341,10000.0,2025-11-28,1
4195,935896,935896,10000.0,2025-12-21,1
4196,470305,470305,10000.0,2025-12-07,1
4197,287576,287576,10000.0,2025-02-27,1
4198,387361,387361,10000.0,2025-05-28,1
4199,46255,46255,10000.0,2025-01-06,1
4200,161544,161544,10000.0,2025-01-06,1
4201,264052,264052,10000.0,2025-11-14,1
4202,371340,371340,10000.0,2025-04-21,1
4203,630083,630083,10000.0,2025-02-20,1
4204,704318,704318,10000.0,2025-01-27,1
4205,916109,916109,10000.0,2025-10-21,1
4206,519811,519811,10000.0,2025-12-21,1
4207,416837,416837,10000.0,2025-03-21,1
4208,476283,476283,10000.0,2025-06-21,1
4209,552328,552328,10000.0,2025-08-28,1
4210,124494,124494,10000.0,2025-10-21,1
4211,734633,734633,10000.0,2025-07-28,1
4212,575143,575143,10000.0,2025-03-14,1
4213,454589,454589,10000.0,2025-06-07,1
4214,515471,515471,10000.0,2025-02-20,1
4215,772378,772378,10000.0,2025-06-21,1
4216,92362,92362,10000.0,2025-11-07,1
4217,812698,812698,10000.0,2025-02-13,1
4218,925565,925565,10000.0,2025-04-21,1
4219,919811,919811,10000.0,2025-11-28,1
4220,443382,443382,10000.0,2025-07-28,1
4221,423449,423449,10000.0,2025-07-14,1
4222,659330,659330,10000.0,2025-07-14,1
4223,556232,556232,10000.0,2025-05-21,1
4224,685176,685176,10000.0,2025-04-28,1
4225,886851,886851,10000.0,2025-07-07,1
4226,878459,878459,10000.0,2025-11-14,1
4227,438450,438450,10000.0,2025-11-28,1
4228,919513,919513,10000.0,2025-07-14,1
4229,513149,513149,10000.0,2025-09-28,1
4230,747907,747907,10000.0,2025-08-14,1
4231,635791,635791,10000.0,2025-10-28,1
4232,475893,475893,10000.0,2025-06-07,1
4233,104515,104515,10000.0,2025-09-21,1
4234,471379,471379,10000.0,2025-04-21,1
4235,421077,421077,10000.0,2025-05-28,1
4236,408515,408515,10000.0,2025-11-21,1
4237,547840,547840,10000.0,2025-08-07,1
4238,323290,323290,10000.0,2025-02-27,1
4239,824192,824192,10000.0,2025-08-28,1
4240,603151,603151,10000.0,2025-01-13,1
4241,858833,858833,10000.0,2025-02-13,1
4242,930047,930047,10000.0,2025-06-28,1
4243,998496,998496,10000.0,2025-07-07,1
4244,54317,54317,10000.0,2025-07-07,1
4245,115944,115944,10000.0,2025-01-06,1
4246,702965,702965,10000.0,2025-07-14,1
4247,78308,78308,10000.0,2025-12-14,1
4248,2269,2269,10000.0,2025-12-28,1
4249,291889,291889,10000.0,2025-04-07,1
4250,104623,104623,10000.0,2025-10-21,1
4251,677348,677348,10000.0,2025-07-14,1
4252,434385,434385,10000.0,2025-02-06,1
4253,433869,433869,10000.0,2025-02-13,1
4254,353682,353682,10000.0,2025-08-28,1
4255,267722,267722,10000.0,2025-02-13,1
4256,310262,310262,10000.0,2025-08-28,1
4257,684800,684800,10000.0,2025-01-06,1
4258,563021,563021,10000.0,2025-09-21,1
4259,701085,701085,10000.0,2025-06-21,1
4260,726276,726276,10000.0,2025-01-20,1
4261,47655,47655,10000.0,2025-01-06,1
4262,215177,215177,10000.0,2025-07-07,1
4263,67028,67028,10000.0,2025-11-14,1
4264,664690,664690,10000.0,2025-02-06,1
4265,934668,934668,10000.0,2025-06-28,1
4266,195298,195298,10000.0,2025-05-07,1
4267,288540,288540,10000.0,2025-12-21,1
4268,371099,371099,10000.0,2025-05-14,1
4269,237408,237408,10000.0,2025-03-14,1
4270,143437,143437,10000.0,2025-12-14,1
4271,703938,703938,10000.0,2025-01-13,1
4272,189500,189500,10000.0,2025-02-27,1
4273,501175,501175,10000.0,2025-04-28,1
4274,88672,88672,10000.0,2025-11-21,1
4275,957214,957214,10000.0,2025-11-14,1
4276,874790,874790,10000.0,2025-11-14,1
4277,873117,873117,10000.0,2025-06-14,1
4278,363296,363296,10000.0,2025-12-28,1
4279,33781,33781,10000.0,2025-06-28,1
4280,665750,665750,10000.0,2025-03-07,1
4281,323053,323053,10000.0,2025-10-14,1
4282,244030,244030,10000.0,2025-04-14,1
4283,337797,337797,10000.0,2025-04-28,1
4284,460313,460313,10000.0,2025-09-07,1
4285,148287,148287,10000.0,2025-02-27,1
4286,278495,278495,10000.0,2025-08-28,1
4287,823755,823755,10000.0,2025-02-06,1
4288,726275,726275,10000.0,2025-02-20,1
4289,124708,124708,10000.0,2025-02-13,1
4290,652632,652632,10000.0,2025-03-28,1
4291,33441,33441,10000.0,2025-08-14,1
4292,533561,533561,10000.0,2025-11-07,1
4293,963654,963654,10000.0,2025-12-28,1
4294,375315,375315,10000.0,2025-08-07,1
4295,672683,672683,10000.0,2025-03-14,1
4296,434732,434732,10000.0,2025-01-20,1
4297,135645,135645,10000.0,2025-06-21,1
4298,910814,910814,10000.0,2025-08-07,1
4299,93571,93571,10000.0,2025-07-21,1
4300,785308,785308,10000.0,2025-03-07,1
4301,673661,673661,10000.0,2025-03-14,1
4302,200333,200333,10000.0,2025-06-28,1
4303,60693,60693,10000.0,2025-08-21,1
4304,966754,966754,10000.0,2025-08-21,1
4305,750433,750433,10000.0,2025-11-21,1
4306,104561,104561,10000.0,2025-01-20,1
4307,365564,365564,10000.0,2025-06-14,1
4308,850626,850626,10000.0,2025-03-21,1
4309,798084,798084,10000.0,2025-11-21,1
4310,820904,820904,10000.0,2025-10-14,1
4311,349669,349669,10000.0,2025-03-28,1
4312,797798,797798,10000.0,2025-03-21,1
4313,287490,287490,10000.0,2025-04-21,1
4314,39234,39234,10000.0,2025-03-07,1
4315,428214,428214,10000.0,2025-06-07,1
4316,811490,811490,10000.0,2025-06-14,1
4317,298989,298989,10000.0,2025-08-07,1
4318,557880,557880,10000.0,2025-03-14,1
4319,140419,140419,10000.0,2025-09-21,1
4320,714567,714567,10000.0,2025-12-07,1
4321,344969,344969,10000.0,2025-09-21,1
4322,89802,89802,10000.0,2025-08-14,1
4323,376410,376410,10000.0,2025-09-14,1
4324,293310,293310,10000.0,2025-02-06,1
4325,54471,54471,10000.0,2025-06-07,1
4326,586629,586629,10000.0,2025-09-21,1
4327,806205,806205,10000.0,2025-02-06,1
4328,82039,82039,10000.0,2025-07-28,1
4329,149672,149672,10000.0,2025-03-28,1
4330,289037,289037,10000.0,2025-09-28,1
4331,98981,98981,10000.0,2025-11-21,1
4332,498056,498056,10000.0,2025-12-28,1
4333,590184,590184,10000.0,2025-06-21,1
4334,789755,789755,10000.0,2025-07-14,1
4335,632081,632081,10000.0,2025-12-28,1
4336,858999,858999,10000.0,2025-11-21,1
4337,496690,496690,10000.0,2025-03-28,1
4338,433553,433553,10000.0,2025-08-07,1
4339,906985,906985,10000.0,2025-01-06,1
4340,540885,540885,10000.0,2025-06-07,1
4341,737871,737871,10000.0,2025-02-27,1
4342,537363,537363,10000.0,2025-01-06,1
4343,14121,14121,10000.0,2025-12-07,1
4344,49617,49617,10000.0,2025-01-13,1
4345,131537,131537,10000.0,2025-03-07,1
4346,78993,78993,10000.0,2025-08-14,1
4347,287998,287998,10000.0,2025-01-27,1
4348,669712,669712,10000.0,2025-10-07,1
4349,160281,160281,10000.0,2025-10-21,1
4350,172024,172024,10000.0,2025-10-07,1
4351,179511,179511,10000.0,2025-09-14,1
4352,393195,393195,10000.0,2025-11-21,1
4353,668727,668727,10000.0,2025-08-21,1
4354,267124,267124,10000.0,2025-01-27,1
4355,400590,400590,10000.0,2025-03-07,1
4356,486944,486944,10000.0,2025-11-07,1
4357,910262,910262,10000.0,2025-09-07,1
4358,922164,922164,10000.0,2025-06-28,1
4359,371621,371621,10000.0,2025-03-21,1
4360,917657,917657,10000.0,2025-09-28,1
4361,397258,397258,10000.0,2025-09-07,1
4362,233345,233345,10000.0,2025-10-21,1
4363,200562,200562,10000.0,2025-08-21,1
4364,546781,546781,10000.0,2025-05-07,1
4365,868597,868597,10000.0,2025-03-21,1
4366,872113,872113,10000.0,2025-11-07,1
4367,302515,302515,10000.0,2025-12-07,1
4368,744039,744039,10000.0,2025-11-28,1
4369,428757,428757,10000.0,2025-01-27,1
4370,193789,193789,10000.0,2025-01-27,1
4371,628197,628197,10000.0,2025-10-07,1
4372,642344,642344,10000.0,2025-01-13,1
4373,962899,962899,10000.0,2025-08-07,1
4374,626713,626713,10000.0,2025-04-21,1
4375,894776,894776,10000.0,2025-10-07,1
4376,512241,512241,10000.0,2025-12-28,1
4377,544114,544114,10000.0,2025-04-21,1
4378,752723,752723,10000.0,2025-02-27,1
4379,819868,819868,10000.0,2025-07-07,1
4380,206665,206665,10000.0,2025-02-06,1
4381,558783,558783,10000.0,2025-06-28,1
4382,876965,876965,10000.0,2025-05-07,1
4383,788676,788676,10000.0,2025-11-07,1
4384,90031,90031,10000.0,2025-11-21,1
4385,769558,769558,10000.0,2025-10-28,1
4386,862501,862501,10000.0,2025-04-28,1
4387,910021,910021,10000.0,2025-09-14,1
4388,37376,37376,10000.0,2025-03-21,1
4389,664271,664271,10000.0,2025-06-14,1
4390,190873,190873,10000.0,2025-04-14,1
4391,772944,772944,10000.0,2025-04-21,1
4392,531516,531516,10000.0,2025-04-14,1
4393,506755,506755,10000.0,2025-11-28,1
4394,401541,401541,10000.0,2025-08-14,1
4395,580668,580668,10000.0,2025-03-07,1
4396,739365,739365,10000.0,2025-08-28,1
4397,462809,462809,10000.0,2025-10-21,1
4398,648652,648652,10000.0,2025-12-28,1
4399,763282,763282,10000.0,2025-01-13,1
4400,39820,39820,10000.0,2025-08-07,1
4401,999602,999602,10000.0,2025-04-21,1
4402,303800,303800,10000.0,2025-09-14,1
4403,772275,772275,10000.0,2025-04-28,1
4404,709516,709516,10000.0,2025-04-14,1
4405,724993,724993,10000.0,2025-01-13,1
4406,228434,228434,10000.0,2025-05-07,1
4407,467643,467643,10000.0,2025-11-28,1
4408,587027,587027,10000.0,2025-03-07,1
4409,730822,730822,10000.0,2025-07-14,1
4410,952867,952867,10000.0,2025-03-28,1
4411,879722,879722,10000.0,2025-03-14,1
4412,855889,855889,10000.0,2025-11-14,1
4413,493808,493808,10000.0,2025-10-14,1
4414,138834,138834,10000.0,2025-04-28,1
4415,897962,897962,10000.0,2025-09-21,1
4416,448452,448452,10000.0,2025-06-21,1
4417,208351,208351,10000.0,2025-08-07,1
4418,762546,762546,10000.0,2025-04-28,1
4419,665764,665764,10000.0,2025-12-14,1
4420,580010,580010,10000.0,2025-08-14,1
4421,696250,696250,10000.0,2025-07-28,1
4422,649677,649677,10000.0,2025-12-14,1
4423,846505,846505,10000.0,2025-06-28,1
4424,937900,937900,10000.0,2025-05-14,1
4425,232593,232593,10000.0,2025-11-07,1
4426,642910,642910,10000.0,2025-08-14,1
4427,784313,784313,10000.0,2025-05-21,1
4428,767251,767251,10000.0,2025-04-07,1
4429,230278,230278,10000.0,2025-11-28,1
4430,858620,858620,10000.0,2025-10-07,1
4431,489206,489206,10000.0,2025-01-06,1
4432,979166,979166,10000.0,2025-12-14,1
4433,599941,599941,10000.0,2025-06-28,1
4434,366909,366909,10000.0,2025-07-07,1
4435,403369,403369,10000.0,2025-06-28,1
4436,106073,106073,10000.0,2025-10-07,1
4437,789072,789072,10000.0,2025-05-07,1
4438,279349,279349,10000.0,2025-02-13,1
4439,448220,448220,10000.0,2025-02-06,1
4440,342309,342309,10000.0,2025-02-06,1
4441,46793,46793,10000.0,2025-05-28,1
4442,974465,974465,10000.0,2025-11-07,1
4443,698851,698851,10000.0,2025-09-07,1
4444,300517,300517,10000.0,2025-10-28,1
4445,957185,957185,10000.0,2025-09-14,1
4446,764424,764424,10000.0,2025-09-21,1
4447,64054,64054,10000.0,2025-03-21,1
4448,487124,487124,10000.0,2025-02-06,1
4449,659111,659111,10000.0,2025-09-14,1
4450,841544,841544,10000.0,2025-03-21,1
4451,77992,77992,10000.0,2025-01-13,1
4452,802415,802415,10000.0,2025-09-14,1
4453,548014,548014,10000.0,2025-06-28,1
4454,714237,714237,10000.0,2025-01-06,1
4455,788250,788250,10000.0,2025-09-21,1
4456,689832,689832,10000.0,2025-01-27,1
4457,588201,588201,10000.0,2025-05-14,1
4458,756487,756487,10000.0,2025-09-07,1
4459,828111,828111,10000.0,2025-09-14,1
4460,279176,279176,10000.0,2025-07-21,1
4461,425122,425122,10000.0,2025-12-28,1
4462,399222,399222,10000.0,2025-10-14,1
4463,338672,338672,10000.0,2025-08-07,1
4464,868808,868808,10000.0,2025-06-07,1
4465,716210,716210,10000.0,2025-04-14,1
4466,452028,452028,10000.0,2025-05-21,1
4467,431341,431341,10000.0,2025-10-21,1
4468,232253,232253,10000.0,2025-01-06,1
4469,488066,488066,10000.0,2025-10-28,1
4470,860774,860774,10000.0,2025-09-28,1
4471,490239,490239,10000.0,2025-05-28,1
4472,880878,880878,10000.0,2025-07-21,1
4473,344221,344221,10000.0,2025-08-07,1
4474,166489,166489,10000.0,2025-11-14,1
4475,673105,673105,10000.0,2025-12-07,1
4476,470163,470163,10000.0,2025-06-07,1
4477,636684,636684,10000.0,2025-02-27,1
4478,661369,661369,10000.0,2025-08-14,1
4479,747987,747987,10000.0,2025-01-13,1
4480,874329,874329,10000.0,2025-03-14,1
4481,589298,589298,10000.0,2025-11-07,1
4482,648482,648482,10000.0,2025-07-14,1
4483,930304,930304,10000.0,2025-11-21,1
4484,413832,413832,10000.0,2025-09-14,1
4485,91733,91733,10000.0,2025-06-28,1
4486,56313,56313,10000.0,2025-06-21,1
4487,47912,47912,10000.0,2025-08-21,1
4488,599990,599990,10000.0,2025-10-14,1
4489,959661,959661,10000.0,2025-09-14,1
4490,414497,414497,10000.0,2025-06-28,1
4491,533159,533159,10000.0,2025-11-14,1
4492,423312,423312,10000.0,2025-08-28,1
4493,976490,976490,10000.0,2025-01-20,1
4494,589311,589311,10000.0,2025-02-27,1
4495,563416,563416,10000.0,2025-04-07,1
4496,846908,846908,10000.0,2025-05-07,1
4497,928793,928793,10000.0,2025-05-21,1
4498,877560,877560,10000.0,2025-05-14,1
4499,998344,998344,10000.0,2025-10-07,1
4500,993113,993113,10000.0,2025-01-27,1
4501,117023,117023,10000.0,2025-03-21,1
4502,593281,593281,10000.0,2025-12-21,1
4503,254306,254306,10000.0,2025-03-14,1
4504,980920,980920,10000.0,2025-08-21,1
4505,263991,263991,10000.0,2025-05-28,1
4506,592953,592953,10000.0,2025-07-14,1
4507,566681,566681,10000.0,2025-10-28,1
4508,288804,288804,10000.0,2025-03-21,1
4509,807687,807687,10000.0,2025-01-06,1
4510,25917,25917,10000.0,2025-11-07,1
4511,475051,475051,10000.0,2025-09-07,1
4512,778741,778741,10000.0,2025-07-21,1
4513,335534,335534,10000.0,2025-10-14,1
4514,903352,903352,10000.0,2025-06-21,1
4515,636831,636831,10000.0,2025-05-21,1
4516,525763,525763,10000.0,2025-02-06,1
4517,7229,7229,10000.0,2025-06-14,1
4518,922914,922914,10000.0,2025-02-13,1
4519,438826,438826,10000.0,2025-12-28,1
4520,394547,394547,10000.0,2025-11-28,1
4521,325711,325711,10000.0,2025-10-07,1
4522,729772,729772,10000.0,2025-06-28,1
4523,325650,325650,10000.0,2025-12-28,1
4524,510047,510047,10000.0,2025-02-27,1
4525,746422,746422,10000.0,2025-09-07,1
4526,660006,660006,10000.0,2025-05-28,1
4527,416966,416966,10000.0,2025-10-21,1
4528,622258,622258,10000.0,2025-11-14,1
4529,425003,425003,10000.0,2025-10-07,1
4530,783461,783461,10000.0,2025-06-28,1
4531,169097,169097,10000.0,2025-04-07,1
4532,606178,606178,10000.0,2025-12-07,1
4533,148661,148661,10000.0,2025-12-14,1
4534,204129,204129,10000.0,2025-05-07,1
4535,216840,216840,10000.0,2025-07-07,1
4536,151564,151564,10000.0,2025-07-28,1
4537,132253,132253,10000.0,2025-10-28,1
4538,586568,586568,10000.0,2025-06-07,1
4539,450507,450507,10000.0,2025-09-21,1
4540,85327,85327,10000.0,2025-11-28,1
4541,706978,706978,10000.0,2025-05-28,1
4542,630677,630677,10000.0,2025-01-27,1
4543,624822,624822,10000.0,2025-03-14,1
4544,413383,413383,10000.0,2025-04-21,1
4545,740743,740743,10000.0,2025-10-21,1
4546,662833,662833,10000.0,2025-12-07,1
4547,950749,950749,10000.0,2025-08-28,1
4548,76113,76113,10000.0,2025-06-21,1
4549,594620,594620,10000.0,2025-10-21,1
4550,149820,149820,10000.0,2025-05-14,1
4551,624608,624608,10000.0,2025-08-14,1
4552,938499,938499,10000.0,2025-09-14,1
4553,163659,163659,10000.0,2025-01-06,1
4554,409987,409987,10000.0,2025-10-14,1
4555,551584,551584,10000.0,2025-03-28,1
4556,687179,687179,10000.0,2025-02-20,1
4557,86344,86344,10000.0,2025-10-07,1
4558,804322,804322,10000.0,2025-05-14,1
4559,448295,448295,10000.0,2025-03-07,1
4560,338894,338894,10000.0,2025-05-07,1
4561,709293,709293,10000.0,2025-02-27,1
4562,730206,730206,10000.0,2025-08-21,1
4563,352659,352659,10000.0,2025-11-28,1
